title,employer,department,salary,location,post_date,close_date,url
Isambard Kingdom Brunel Fellows (IKB),Brunel University London,"Brunel Fellowship Academy, London Uxbridge Campus, UK",On-campus accommodation and a per diem allowance,"London, Uxbridge",2023-06-07,2023-09-29,https://www.jobs.ac.uk/job/DAJ551/isambard-kingdom-brunel-fellows-ikb
PhD Studentship: Rolls Royce Sponsored PhD Scholarship - Micromechanics and In-depth Materials Analysis of Advanced Aerospace Materials upon the Manufacturing Process,University of Nottingham,Engineering,"£15,609",Nottingham,2023-06-06,2023-11-11,https://www.jobs.ac.uk/job/DAI751/phd-studentship-rolls-royce-sponsored-phd-scholarship-micromechanics-and-in-depth-materials-analysis-of-advanced-aerospace-materials-upon-the-manufacturing-process
PhD Studentship- Rolls Royce sponsored PhD Scholarship - Machining of New Aerospace Materials,University of Nottingham,Engineering,"£15,000",Nottingham,2023-06-06,2023-11-11,https://www.jobs.ac.uk/job/DAI748/phd-studentship-rolls-royce-sponsored-phd-scholarship-machining-of-new-aerospace-materials
PhD Studentship: Microstructural and Surface Integrity in Machining of Specialist Composite Materials for Next Generation Aero-engine Applications,University of Nottingham,Engineering,"£15,000 - please see advert",Nottingham,2023-06-06,2023-11-11,https://www.jobs.ac.uk/job/DAI746/phd-studentship-microstructural-and-surface-integrity-in-machining-of-specialist-composite-materials-for-next-generation-aero-engine-applications
PhD Studentship: Rolls-Royce sponsored PhD scholarship – Mechatronics system for hybrid manufacturing processing,University of Nottingham,Engineering,"The scholarship on offer comprises a tax-free stipend of over £15,000 a year; tuition fees paid and a generous study package.",Nottingham,2023-06-05,2023-11-11,https://www.jobs.ac.uk/job/DAI356/phd-studentship-rolls-royce-sponsored-phd-scholarship-mechatronics-system-for-hybrid-manufacturing-processing
PhD Studentship: Rolls-Royce sponsored PhD scholarship – Laser Beam Processing of Aerospace Materials,University of Nottingham,Engineering,"The bursary covers the tuition fees and provides a tax-free stipend of over £15,000 per annum for the duration of the project (three years). The position is available immediately.",Nottingham,2023-06-05,2023-11-11,https://www.jobs.ac.uk/job/DAI288/phd-studentship-rolls-royce-sponsored-phd-scholarship-laser-beam-processing-of-aerospace-materials
PhD Studentship: Rolls-Royce sponsored PhD scholarship – Computer vision and robot control for performing on-wing repair of aero-engines,University of Nottingham,Engineering,"The scholarship on offer comprises a tax-free stipend of over £15,000 a year; tuition fees paid and a generous study package.",Nottingham,2023-06-05,2023-11-11,https://www.jobs.ac.uk/job/DAI285/phd-studentship-rolls-royce-sponsored-phd-scholarship-computer-vision-and-robot-control-for-performing-on-wing-repair-of-aero-engines
PhD Studentship: Rolls-Royce sponsored PhD scholarship – Design and simulation of stiffness-adjustable robotic systems for performing on-wing repair of aero-engines,University of Nottingham,Engineering,"The scholarship on offer comprises a tax-free stipend of over £15,000 a year; tuition fees paid and a generous study package.",Nottingham,2023-06-05,2023-11-11,https://www.jobs.ac.uk/job/DAI281/phd-studentship-rolls-royce-sponsored-phd-scholarship-design-and-simulation-of-stiffness-adjustable-robotic-systems-for-performing-on-wing-repair-of-aero-engines
3-year PhD Studentship: 3D Printing of Low Dimensional Materials for Sensing,University of Nottingham,Engineering,Competitive Salary,Nottingham,2023-05-26,2023-11-26,https://www.jobs.ac.uk/job/DAD357/3-year-phd-studentship-3d-printing-of-low-dimensional-materials-for-sensing
PhD Studentship: VR for educators improving health literacy in young people,University of Southampton,,"For UK students, Tuition Fees and a stipend of £17,668 p.a. for 4 years.",Southampton,2023-03-02,2023-09-15,https://www.jobs.ac.uk/job/CXX074/phd-studentship-vr-for-educators-improving-health-literacy-in-young-people
Millimetre Wave Vehicular Communications,University of Bristol,Electrical and Electronic Engineering,"From £17,668 tax-free stipend, will also cover tuition fees.",Bristol,2023-10-24,2023-11-30,https://www.jobs.ac.uk/job/CUK402/millimetre-wave-vehicular-communications
PhD Studentship: MyWorld/BBC iCASE: Low Light Fusion and Autofocus for Advanced Wildlife Coverage,University of Bristol,Location	Electrical and Electronic Engineering,"From £17,668 per annum in 2022/23 rising to £18,662 in 2023/24",Bristol,2023-03-24,2023-09-30,https://www.jobs.ac.uk/job/COB507/phd-studentship-myworld-bbc-icase-low-light-fusion-and-autofocus-for-advanced-wildlife-coverage
PhD Studentship: MyWorld/BT iCASE: Volumetric Video Compression,University of Bristol,Electrical and Electronic Engineering,"From £17,668 per annum in 2022/23 rising to £18,662 pa in 2023/24",Bristol,2023-03-07,2023-09-30,https://www.jobs.ac.uk/job/CNV017/phd-studentship-myworld-bt-icase-volumetric-video-compression
PhD Studentship: MyWorld - Peripheral Vision and Coding,University of Bristol,Electrical and Electronic Engineering,"From £17,668 per annum in 2022/23 rising to £18,662 pa in 2023/24",Bristol,2023-03-07,2023-09-30,https://www.jobs.ac.uk/job/CNU895/phd-studentship-myworld-peripheral-vision-and-coding
"PhD Studentship: MyWorld - Intelligent Low Light Denoising, Colorisation Enhancement",University of Bristol,Electrical and Electronic Engineering,"From £17,668 per annum in 2022/23 rising to £18,662 in 2023/24",Bristol,2023-03-07,2023-09-30,https://www.jobs.ac.uk/job/CNU886/phd-studentship-myworld-intelligent-low-light-denoising-colorisation-enhancement
PhD Studentship: MyWorld - Intelligent Cinematography,University of Bristol,Electrical and Electronic Engineering,"From £17,668 per annum in 2022/23 rising to £18,662 in 2023/24",Bristol,2023-03-07,2023-09-30,https://www.jobs.ac.uk/job/CNU878/phd-studentship-myworld-intelligent-cinematography
MyWorld PhD Studentship: End to End Learned Video Compression,University of Bristol,Electrical and Electronic Engineering,"From £17,668 per annum in 2022/23 rising to £18,662 pa in 2023/24",Bristol,2023-03-03,2023-09-30,https://www.jobs.ac.uk/job/CNS278/myworld-phd-studentship-end-to-end-learned-video-compression
PhD Studentship: My World/Netflix: Deep Video Coding for AOM/AV2,University of Bristol,Electrical and Electronic Engineering,"From £17,668 per annum in 2022/23 rising to £18,662 in 2023/24",Bristol,2023-03-03,2023-09-30,https://www.jobs.ac.uk/job/CNS273/phd-studentship-my-world-netflix-deep-video-coding-for-aom-av2
